ensemblID	baseMean	log2FoldChange	lfcSE	pvalue	padj	Symbol	UHR_Rep1	UHR_Rep2	UHR_Rep3	HBR_Rep1	HBR_Rep2	HBR_Rep3
ENSG00000211666	69.5293631297266	10.2264173750092	2.87262256270416	6.70378523996627e-15	3.04040360883319e-14	IGLV2-14	175	150	186	0	0	0
ENSG00000093009	61.7324456523872	10.0368579601431	2.85244645122035	1.93027747703342e-14	8.66694587188007e-14	CDC45	184	119	160	0	0	0
ENSG00000198792	194.577661305484	-0.958374829793021	0.126788092373898	2.35280972210559e-14	1.04595204477763e-13	TMEM184B	189	137	165	196	235	209
ENSG00000185340	54.8588226002825	-1.84555222091603	0.252474817700028	6.60308504600372e-14	2.90665214279968e-13	GAS2L1	31	22	34	73	77	64
ENSG00000100029	131.458218762361	1.21276214520997	0.164745680135323	8.60695854743201e-14	3.75196542504561e-13	PES1	252	192	240	62	73	60
ENSG00000273032	24.3221740664626	-4.72895671752979	0.642086207869822	1.0409703570561e-13	4.4941893299826e-13	DGCR9	3	0	3	39	42	36
ENSG00000099937	49.5560254998802	6.13517455909136	0.812245175462515	1.17934136870464e-13	5.04308832903221e-13	SERPIND1	150	100	117	1	2	0
ENSG00000099968	221.814237473572	-0.883452922243474	0.12011665245891	1.22495967739967e-13	5.14025135656497e-13	BCL2L13	233	158	191	199	269	251
ENSG00000100065	31.1458787989959	3.59890669539764	0.495044724179283	1.2201177843746e-13	5.14025135656497e-13	CARD10	84	65	66	1	5	5
ENSG00000214076	27.1320409963128	-3.00994778287556	0.419840924644109	1.2688013483081e-13	5.27492412398461e-13	CPSF1P1	6	5	10	40	40	40
ENSG00000100379	40.9986942130126	-2.25602897737919	0.314608320975974	1.63296833736355e-13	6.72663104106635e-13	KCTD17	26	15	11	38	69	65
ENSG00000100304	132.167483188815	1.21939741410559	0.168280364288751	2.12813040262545e-13	8.6866413707166e-13	TTLL12	261	203	226	52	89	56
ENSG00000100196	34.7466494771424	4.88995280719352	0.6693821174836	2.23250495501058e-13	9.03058310630405e-13	KDELR3	86	83	77	2	2	1
ENSG00000183765	32.152334437307	4.53419505014317	0.624150569695958	2.57875189044602e-13	1.03380321322345e-12	CHEK2	82	62	86	1	5	0
ENSG00000100106	75.4518206479075	1.63137377743544	0.230064085886692	4.07926776092987e-13	1.6208771899624e-12	TRIOBP	179	108	144	39	24	26
ENSG00000133466	33.4261125151775	2.85478912559278	0.405576598607862	4.3833198889361e-13	1.72641283344939e-12	C1QTNF6	89	60	72	6	4	9
ENSG00000075275	72.0361526530491	7.22383045266122	0.962635004018169	4.56511330758589e-13	1.78237902183136e-12	CELSR1	231	126	187	0	2	0
ENSG00000128159	227.492030954671	-0.835682143713954	0.116693623832962	5.43586432902854e-13	2.10405438252915e-12	TUBGCP6	256	162	194	228	276	224
ENSG00000161179	59.1989605180696	1.78985369511688	0.256481646609439	9.4701848861452e-13	3.63428462724717e-12	YDJC	152	79	121	16	25	24
ENSG00000100426	86.7459621867533	1.44556059978496	0.206482128268574	9.7621867196828e-13	3.71459477723524e-12	ZBED4	181	142	150	29	40	45
ERCC-00131	64.9165061174189	1.70602069112035	0.244287005757717	9.93201520842634e-13	3.74745783914574e-12	ERCC-00131	153	91	134	19	36	20
ERCC-00074	12354.8763657805	-0.343785725469901	0.0484366201362466	1.1990901832381e-12	4.48659576894922e-12	ERCC-00074	15684	11616	13175	10486	12406	11471
ENSG00000261675	27.3740451668588	-9.40694497032424	2.86820889336729	1.79431925862651e-12	6.65825906713475e-12	RP5-1119A7.17	0	0	0	40	55	42
ENSG00000100342	32.0776610838513	2.80077776406785	0.408720371204469	1.8300585109528e-12	6.73521533949023e-12	APOL1	78	60	72	4	9	6
ENSG00000100003	45.8162974697901	-1.86027366600435	0.273497548835729	2.59034250363579e-12	9.4558031230282e-12	SEC14L2	26	19	27	49	72	60
ENSG00000211679	36.9891005298789	9.18308870067882	2.76655700572687	2.77264943978129e-12	1.00396741811436e-11	IGLC3	125	65	92	0	0	0
ENSG00000182944	507.016287627545	0.631301036788063	0.0911671113307172	3.42221267653311e-12	1.22925879341069e-11	EWSR1	866	631	797	314	338	332
ENSG00000244509	26.9878962603085	3.50715605199413	0.518703082408115	4.17010846285067e-12	1.48601484112695e-11	APOBEC3C	82	47	60	4	3	3
ENSG00000138944	158.357780710344	-0.953227292809283	0.139263355743412	4.62788626402982e-12	1.63615821460582e-11	KIAA1644	160	109	133	147	203	173
ENSG00000070010	106.706379060748	1.21235770069716	0.179240142937294	6.66919518311353e-12	2.33942862282654e-11	UFD1L	228	162	170	42	65	52
ENSG00000280623	59.8630605738161	7.75565504079454	1.27619936487292	1.0459164953895e-11	3.64043803434019e-11	PCAT14	168	121	155	0	0	1
ENSG00000186976	20.0689466664967	-4.68882796662047	0.699886232127217	1.24402350809539e-11	4.29666580872945e-11	EFCAB6	3	0	2	29	36	32
ENSG00000184113	40.2347707817285	-7.7774353396791	1.28979663966457	1.40233239282998e-11	4.8064675143562e-11	CLDN5	0	1	0	60	85	56
ERCC-00112	201.250240880406	-0.845594071552704	0.126759063620344	1.66482246618263e-11	5.66291884330305e-11	ERCC-00112	214	158	163	180	244	222
ERCC-00062	36.4590038103122	2.31742711557749	0.355767557708238	1.73293205898514e-11	5.85027439461901e-11	ERCC-00062	96	57	78	13	12	4
ENSG00000186716	268.664749981461	-0.757326270915101	0.114125729710386	2.40702315219701e-11	8.06532384579447e-11	BCR	310	186	255	221	338	289
ENSG00000166862	21.3100572730768	-8.96761532846376	2.82507664872553	2.43735151943678e-11	8.10645060908973e-11	CACNG2	0	0	0	31	30	44
ENSG00000100028	143.92548465262	1.01885377855149	0.154860320332445	2.7445842316787e-11	9.06116411782158e-11	SNRPD3	277	199	245	62	85	88
ENSG00000100284	84.9633357659124	-1.2381989330857	0.189396160139331	2.8449820747701e-11	9.32406533993997e-11	TOM1	77	47	64	92	113	94
ENSG00000100181	46.2262137276095	1.86118583678083	0.289133825584517	3.4498214619242e-11	1.12244191043765e-10	TPTEP1	113	73	88	18	16	14
ENSG00000183307	21.603443793032	-2.90317941043414	0.459486287751272	5.24237356710843e-11	1.69339980692927e-10	CECR6	9	5	4	25	42	30
ERCC-00111	558.754141059311	-0.539348923400851	0.082630402408674	5.55893630704825e-11	1.78283028704619e-10	ERCC-00111	660	481	555	523	627	498
ENSG00000133454	26.9999391223207	8.62287639630396	2.70965747099001	6.10610948606772e-11	1.94442777251376e-10	MYO18B	71	68	58	0	0	0
ENSG00000099958	23.7151271411492	3.81717329305387	0.602821812628731	8.56470043686612e-11	2.70813415222034e-10	DERL3	67	39	62	2	1	4
ENSG00000100151	59.8810495660348	-1.52613497620748	0.242821640303494	1.02538224109403e-10	3.21955682693162e-10	PICK1	36	28	48	75	74	72
ENSG00000100239	174.455705888669	-0.889164939770098	0.145360093716302	6.10468961044168e-10	1.903476135478e-09	PPP6R2	182	122	152	138	210	220
ENSG00000100314	16.3582633639698	-3.65916948968858	0.617043164651711	6.83402328130136e-10	2.11619065745125e-09	CABP7	2	1	5	21	26	29
ENSG00000100031	29.5967693787773	2.28323889725104	0.38563085917391	8.17220477639511e-10	2.51323283876809e-09	GGT1	83	44	62	6	10	8
ERCC-00145	595.165399601372	-0.476413585515968	0.0784387658540664	1.11538679340323e-09	3.40686170229967e-09	ERCC-00145	773	490	608	486	690	558
ENSG00000159873	118.865217355664	1.0257354229328	0.171041186025923	1.15617994063532e-09	3.50759995503553e-09	CCDC117	255	173	172	66	74	53
ENSG00000100038	92.6863250785782	1.19090094394769	0.200484986102375	1.34857392800147e-09	4.06382344746751e-09	TOP3B	169	152	155	38	48	52
ENSG00000100399	21.8255786261567	-6.01132885644261	0.991762881676059	2.60888373635716e-09	7.75754170612163e-09	CHADL	1	1	0	32	37	38
ENSG00000278195	26.9126552597804	-2.1472551650535	0.377644915046694	2.59879461023308e-09	7.75754170612163e-09	SSTR3	13	11	11	28	35	47
ENSG00000240972	119.691484122282	1.07320622209084	0.183449246371237	2.68993939139767e-09	7.94593938643128e-09	MIF	230	135	248	61	70	59
ENSG00000272872	20.2172641290453	4.0532475365498	0.701588323778436	3.13193680241647e-09	9.19110865545749e-09	LL22NC03-N14H11.1	77	29	44	3	2	0
ENSG00000197182	58.4682757555836	-1.44251497621715	0.251166461411373	3.20286522021688e-09	9.33822392128167e-09	MIRLET7BHG	43	41	30	53	100	64
ENSG00000128191	129.885613015802	0.900943886617889	0.15828954642945	8.34215469131717e-09	2.41653384283962e-08	DGCR8	257	166	215	66	94	65
ENSG00000196236	72.5618034316149	1.19975960477079	0.213017099484583	8.73659045947041e-09	2.51456994634757e-08	XPNPEP3	150	106	124	30	41	37
ENSG00000184708	79.8013637030079	-1.10492808423674	0.198350322934046	1.23142682321466e-08	3.52172384473491e-08	EIF4ENIF1	67	58	60	88	96	87
ENSG00000100162	18.120203647781	4.20000801735611	0.760572402267122	1.85324226517165e-08	5.26649225988652e-08	CENPM	57	31	44	0	3	1
ENSG00000100023	116.959966129891	0.941310705143971	0.171425722427093	2.4651241023038e-08	6.96126240210317e-08	PPIL2	229	140	211	63	64	70
ENSG00000184792	88.7556977625866	-1.07605331590836	0.196915676991617	2.56015528749023e-08	7.18443577551945e-08	OSBP2	96	42	77	105	114	83
ENSG00000100276	9.93485912034882	-7.62847365081024	2.6947712161584	2.70556183445239e-08	7.54532461906287e-08	RASL10A	0	0	0	8	26	17
ENSG00000170638	52.0569572556889	1.35876692795377	0.254902174571594	4.10472355572321e-08	1.13766720772822e-07	TRABD	112	79	91	23	27	21
ENSG00000100368	17.8408911386526	2.96916515962904	0.571450885584635	5.10040260280313e-08	1.40495752678442e-07	CSF2RB	46	35	38	2	3	4
ENSG00000100292	37.0850647248787	1.65859173804907	0.317352758259175	5.72579939285013e-08	1.56761215084738e-07	HMOX1	82	51	81	13	18	12
ENSG00000100060	21.0466497125461	2.45769514855157	0.480203192254656	7.2454702738834e-08	1.97164615331736e-07	MFNG	69	28	43	4	5	6
ENSG00000198951	70.8737046126016	1.20178439258746	0.229975985464658	8.30389494373156e-08	2.24605351188884e-07	NAGA	139	104	127	22	35	48
ENSG00000183963	68.0158086211929	1.17687723930529	0.225685818589175	9.0959128579111e-08	2.44554782826472e-07	SMTN	135	85	136	32	36	34
ENSG00000099998	14.3481680712666	-2.88678374152841	0.573439527146666	1.06831472074565e-07	2.85519827151665e-07	GGT5	9	1	2	19	28	18
ENSG00000253352	381.099357785145	0.50407785392627	0.0963383676200363	1.46361762205954e-07	3.86567242532196e-07	TUG1	729	457	499	248	286	249
ERCC-00076	111.701768400745	-0.848446842540979	0.163629685063165	1.45932160657491e-07	3.86567242532196e-07	ERCC-00076	127	75	97	99	141	121
ENSG00000188636	195.095027849886	-0.671882059726093	0.130761499052331	2.17761772371246e-07	5.71783835056663e-07	LDOC1L	237	148	180	174	257	172
ENSG00000100351	18.6518538521746	5.12827931290754	0.987629530141826	2.47530819801011e-07	6.46170570294501e-07	GRAP2	55	39	42	1	0	1
ENSG00000205704	12.7797799724145	-5.93725374864924	1.32035369509774	2.87106633995292e-07	7.45149587652521e-07	LINC00634	0	1	0	27	14	20
ENSG00000093000	219.160479050498	0.611114885924346	0.12165411770407	4.11042379646231e-07	1.06067832448941e-06	NUP50	393	284	313	125	159	146
ENSG00000196588	101.444260225427	-0.885989305924599	0.180485189845271	5.85324377898747e-07	1.50177511815164e-06	MKL1	116	68	82	121	118	89
ENSG00000100422	233.757458551177	-0.588210581284261	0.118799231718442	6.04039662955714e-07	1.54098754924498e-06	CERK	284	180	235	203	240	256
ENSG00000128285	10.5646120672921	-3.87844845753939	0.82929868231521	6.4025089067667e-07	1.62413926504986e-06	MCHR1	0	3	1	12	21	17
ENSG00000099960	12.0267760718528	-5.07637472204657	1.02839690944734	6.71143947629713e-07	1.68462780034549e-06	SLC7A4	1	0	1	19	25	15
ENSG00000241360	15.4422987361311	-2.30335028092276	0.49527196153615	6.71599947131053e-07	1.68462780034549e-06	PDXP	8	4	6	20	23	22
ENSG00000133519	10.5425622251832	-3.888561311922	0.830207271126825	6.80632194758726e-07	1.69779919692593e-06	ZDHHC8P1	0	1	3	19	16	14
ENSG00000069998	64.3163783195526	1.15456137585677	0.239291890550767	7.16719457834238e-07	1.77793942855013e-06	CECR5	123	76	137	25	40	33
ENSG00000234965	11.0591445437578	-4.36876846667697	0.926783319836029	7.93136897670955e-07	1.9566948739245e-06	SHISA8	0	0	3	22	23	8
ENSG00000100146	102.815318974825	-0.828540649250896	0.171118596568697	8.78536268018189e-07	2.15553434065665e-06	SOX10	116	72	89	87	131	113
ENSG00000100325	59.9089377286928	1.10345691027889	0.233135687461177	1.17397101128412e-06	2.86474447862266e-06	ASCC2	121	77	111	29	33	31
ENSG00000183785	9.87662230101737	-5.52863453226181	1.32361626149911	1.53548014437833e-06	3.72665180986956e-06	TUBA8	0	1	0	16	16	16
ENSG00000184319	36.7903842689147	-1.35212212222581	0.297092801806182	2.05635624586213e-06	4.96399975479621e-06	RPL23AP82	26	19	30	32	53	49
ENSG00000128309	61.0412504017862	1.06698973638619	0.234440652054138	2.89125910760811e-06	6.94211411398952e-06	MPST	129	73	112	34	29	33
